Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Dominic,Plot Clip: The Water Man,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 07:28:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2371,""mediaOffsetMs"":0}]"
Dominic,Trailer: A través de mi ventana,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 07:28:19,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":2407,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":2583,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4906,""mediaOffsetMs"":101}]"
Dominic,Trailer 2: Bubble,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 07:28:17,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2666,""mediaOffsetMs"":0}]"
Dominic,Who We Are: A Chronicle of Racism in America,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 07:28:13,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3546,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4159,""mediaOffsetMs"":583},{""eventType"":""stopped"",""sessionOffsetMs"":5712,""mediaOffsetMs"":767}]"
Dominic,Who We Are: A Chronicle of Racism in America,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 05:35:07,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2506,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":22538,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":22821,""mediaOffsetMs"":20437},{""eventType"":""playing"",""sessionOffsetMs"":30416,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":36432,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":44432,""mediaOffsetMs"":42048},{""eventType"":""paused"",""sessionOffsetMs"":6781106,""mediaOffsetMs"":6778605},{""eventType"":""stopped"",""sessionOffsetMs"":6783246,""mediaOffsetMs"":6777705}]"
Dominic,Who We Are: A Chronicle of Racism in America_hook_05_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 05:34:55,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2682,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":12507,""mediaOffsetMs"":9759},{""eventType"":""stopped"",""sessionOffsetMs"":13966,""mediaOffsetMs"":9811}]"
Dominic,Trailer: The Harder They Fall,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 05:34:47,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":3003,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":8320,""mediaOffsetMs"":5250},{""eventType"":""stopped"",""sessionOffsetMs"":10725,""mediaOffsetMs"":5030}]"
Dominic,Trailer: Operation Mincemeat,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 05:34:45,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3643,""mediaOffsetMs"":0}]"
Dominic,Tall Girl 2,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:01:52,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3371,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":23956,""mediaOffsetMs"":20625},{""eventType"":""paused"",""sessionOffsetMs"":5569048,""mediaOffsetMs"":5565750},{""eventType"":""stopped"",""sessionOffsetMs"":5571389,""mediaOffsetMs"":5564561}]"
Dominic,Trailer 2: Tall Girl 2,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:01:45,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":2869,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":7615,""mediaOffsetMs"":4750},{""eventType"":""stopped"",""sessionOffsetMs"":9179,""mediaOffsetMs"":4778}]"
Dominic,Moment of High Emotion Clip: Blasted,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:01:27,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2804,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":17551,""mediaOffsetMs"":14750},{""eventType"":""stopped"",""sessionOffsetMs"":19969,""mediaOffsetMs"":14534}]"
Dominic,Trailer: Army of Thieves,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:01:26,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2294,""mediaOffsetMs"":0}]"
Dominic,Trailer: Halftime,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:01:25,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1864,""mediaOffsetMs"":0}]"
Dominic,Trailer: Along for the Ride,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:01:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":2425,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":2573,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3912,""mediaOffsetMs"":62}]"
Dominic,Moment of High Emotion Clip: Senior Year,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:01:16,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":48},{""eventType"":""stopped"",""sessionOffsetMs"":857,""mediaOffsetMs"":48}]"
Dominic,Trailer: Senior Year,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:01:16,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3135,""mediaOffsetMs"":0}]"
Dominic,Sing 2_hook_02_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:01:13,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2024,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2215,""mediaOffsetMs"":250},{""eventType"":""stopped"",""sessionOffsetMs"":4120,""mediaOffsetMs"":43}]"
Dominic,Season 5 Clip: Somebody Feed Phil,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:00:55,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":2575,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":2721,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4750,""mediaOffsetMs"":48}]"
Dominic,The UnXplained with William Shatner: Season 1_hook_03_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:00:51,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2610,""mediaOffsetMs"":0}]"
Dominic,Trailer 2: Love & Gelato,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:00:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2719,""mediaOffsetMs"":0}]"
Dominic,Season 1 Main Character Intro Clip: Surviving Summer,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:00:46,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2545,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2658,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4032,""mediaOffsetMs"":73}]"
Dominic,"Season 1 Cliffhanger Clip: Web of Make Believe: Death, Lies and the Internet",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:00:43,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2534,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2901,""mediaOffsetMs"":250},{""eventType"":""stopped"",""sessionOffsetMs"":4245,""mediaOffsetMs"":302}]"
Dominic,Season 1 Moment of High Emotion Clip: Snowflake Mountain,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:00:40,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3793,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3946,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5291,""mediaOffsetMs"":93}]"
Dominic,Season 3 Trailer: The Umbrella Academy,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 04:00:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":3060,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":3213,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5164,""mediaOffsetMs"":80}]"
Dominic,"I Am Not Okay With This: Season 1: ""Deepest, Darkest Secret""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 02:35:16,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":644000},{""eventType"":""playing"",""sessionOffsetMs"":4384,""mediaOffsetMs"":644000},{""eventType"":""playing"",""sessionOffsetMs"":16277,""mediaOffsetMs"":654654},{""eventType"":""playing"",""sessionOffsetMs"":20272,""mediaOffsetMs"":658658},{""eventType"":""paused"",""sessionOffsetMs"":330038,""mediaOffsetMs"":968217},{""eventType"":""playing"",""sessionOffsetMs"":1541270,""mediaOffsetMs"":968467},{""eventType"":""paused"",""sessionOffsetMs"":1715288,""mediaOffsetMs"":1142182},{""eventType"":""playing"",""sessionOffsetMs"":4838479,""mediaOffsetMs"":1142432},{""eventType"":""paused"",""sessionOffsetMs"":5058075,""mediaOffsetMs"":1361943},{""eventType"":""stopped"",""sessionOffsetMs"":5059129,""mediaOffsetMs"":1361795}]"
Dominic,Season 3 Trailer: The Umbrella Academy,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 02:35:12,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3503,""mediaOffsetMs"":0}]"
Dominic,Cliffhanger Clip 2: Stranger Things 4 Volume 2,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 01:24:27,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2380,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":14349,""mediaOffsetMs"":12012},{""eventType"":""playing"",""sessionOffsetMs"":22439,""mediaOffsetMs"":20020},{""eventType"":""playing"",""sessionOffsetMs"":26360,""mediaOffsetMs"":24024},{""eventType"":""playing"",""sessionOffsetMs"":30447,""mediaOffsetMs"":28028},{""eventType"":""playing"",""sessionOffsetMs"":34409,""mediaOffsetMs"":32032},{""eventType"":""stopped"",""sessionOffsetMs"":35633,""mediaOffsetMs"":32822}]"
Dominic,Cliffhanger Clip 2: Stranger Things 4 Volume 2,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 01:24:22,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1073,""mediaOffsetMs"":0}]"
Dominic,"I Am Not Okay With This: Season 1: ""Deepest, Darkest Secret""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-02 01:24:17,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":644000},{""eventType"":""playing"",""sessionOffsetMs"":7003,""mediaOffsetMs"":644000},{""eventType"":""paused"",""sessionOffsetMs"":12091,""mediaOffsetMs"":647647},{""eventType"":""stopped"",""sessionOffsetMs"":13645,""mediaOffsetMs"":647839}]"
Dominic,Cliffhanger Clip 2: Stranger Things 4 Volume 2,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 16:53:42,US,[]
Dominic,"I Am Not Okay With This: Season 1: ""Deepest, Darkest Secret""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 06:37:25,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":2558,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":14447,""mediaOffsetMs"":18018},{""eventType"":""playing"",""sessionOffsetMs"":18450,""mediaOffsetMs"":22022},{""eventType"":""paused"",""sessionOffsetMs"":641536,""mediaOffsetMs"":644894},{""eventType"":""stopped"",""sessionOffsetMs"":1305843,""mediaOffsetMs"":644407}]"
Dominic,"I Am Not Okay With This: Season 1: ""Like Father, Like Daughter""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 06:20:13,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":2061,""mediaOffsetMs"":8000},{""eventType"":""paused"",""sessionOffsetMs"":15680,""mediaOffsetMs"":19519},{""eventType"":""reposition"",""sessionOffsetMs"":15680,""mediaOffsetMs"":9695},{""eventType"":""playing"",""sessionOffsetMs"":16625,""mediaOffsetMs"":20020},{""eventType"":""paused"",""sessionOffsetMs"":17968,""mediaOffsetMs"":21146},{""eventType"":""reposition"",""sessionOffsetMs"":17968,""mediaOffsetMs"":11365},{""eventType"":""playing"",""sessionOffsetMs"":20621,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":20685,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":32591,""mediaOffsetMs"":12012},{""eventType"":""playing"",""sessionOffsetMs"":36596,""mediaOffsetMs"":16016},{""eventType"":""paused"",""sessionOffsetMs"":1032302,""mediaOffsetMs"":1011552},{""eventType"":""stopped"",""sessionOffsetMs"":1033880,""mediaOffsetMs"":1011707}]"
Dominic,"I Am Not Okay With This: Season 1: ""Another Day in Paradise""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 05:58:44,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":2093,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":17984,""mediaOffsetMs"":22022},{""eventType"":""paused"",""sessionOffsetMs"":25541,""mediaOffsetMs"":29279},{""eventType"":""reposition"",""sessionOffsetMs"":25541,""mediaOffsetMs"":19529},{""eventType"":""playing"",""sessionOffsetMs"":28210,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":28292,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":40216,""mediaOffsetMs"":12012},{""eventType"":""paused"",""sessionOffsetMs"":1289566,""mediaOffsetMs"":1261301},{""eventType"":""stopped"",""sessionOffsetMs"":1291262,""mediaOffsetMs"":1261337}]"
Dominic,"I Am Not Okay With This: Season 1: ""Stan by Me""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 05:37:26,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":2345,""mediaOffsetMs"":8000},{""eventType"":""paused"",""sessionOffsetMs"":14287,""mediaOffsetMs"":17767},{""eventType"":""reposition"",""sessionOffsetMs"":14287,""mediaOffsetMs"":8016},{""eventType"":""playing"",""sessionOffsetMs"":17207,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":29041,""mediaOffsetMs"":12012},{""eventType"":""playing"",""sessionOffsetMs"":33043,""mediaOffsetMs"":16016},{""eventType"":""paused"",""sessionOffsetMs"":1278823,""mediaOffsetMs"":1261551},{""eventType"":""stopped"",""sessionOffsetMs"":1280396,""mediaOffsetMs"":1261776}]"
Dominic,"I Am Not Okay With This: Season 1: ""The Party's Over""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 05:11:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":1906,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":13731,""mediaOffsetMs"":18018},{""eventType"":""playing"",""sessionOffsetMs"":17744,""mediaOffsetMs"":22022},{""eventType"":""playing"",""sessionOffsetMs"":21739,""mediaOffsetMs"":26026},{""eventType"":""paused"",""sessionOffsetMs"":314373,""mediaOffsetMs"":318568},{""eventType"":""reposition"",""sessionOffsetMs"":315723,""mediaOffsetMs"":330000},{""eventType"":""playing"",""sessionOffsetMs"":316318,""mediaOffsetMs"":328328},{""eventType"":""paused"",""sessionOffsetMs"":1537593,""mediaOffsetMs"":1549798},{""eventType"":""stopped"",""sessionOffsetMs"":1538203,""mediaOffsetMs"":1549631}]"
Dominic,"I Am Not Okay With This: Season 1: ""The Master of One F**k""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:53:47,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":31495},{""eventType"":""playing"",""sessionOffsetMs"":3663,""mediaOffsetMs"":31495},{""eventType"":""playing"",""sessionOffsetMs"":15535,""mediaOffsetMs"":42042},{""eventType"":""playing"",""sessionOffsetMs"":19535,""mediaOffsetMs"":46046},{""eventType"":""paused"",""sessionOffsetMs"":1081783,""mediaOffsetMs"":1108107},{""eventType"":""stopped"",""sessionOffsetMs"":1082211,""mediaOffsetMs"":1108175}]"
Dominic,"I Am Not Okay With This: Season 1: ""The Master of One F**k""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:53:16,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":2233,""mediaOffsetMs"":8000},{""eventType"":""playing"",""sessionOffsetMs"":18127,""mediaOffsetMs"":22022},{""eventType"":""paused"",""sessionOffsetMs"":28740,""mediaOffsetMs"":32532},{""eventType"":""stopped"",""sessionOffsetMs"":32173,""mediaOffsetMs"":31575}]"
Dominic,"I Am Not Okay With This: Season 1: ""Dear Diary...""",Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:41,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3467,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":15188,""mediaOffsetMs"":11886},{""eventType"":""paused"",""sessionOffsetMs"":1055420,""mediaOffsetMs"":1052051},{""eventType"":""stopped"",""sessionOffsetMs"":1056300,""mediaOffsetMs"":1052075}]"
Dominic,I Am Not Okay With This: Season 1_PVS_MEGA,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:31,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2577,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9966,""mediaOffsetMs"":7321},{""eventType"":""stopped"",""sessionOffsetMs"":11427,""mediaOffsetMs"":7448}]"
Dominic,I Am Not Okay With This: Season 1_PVS_MEGA,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:27,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2598,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2790,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4735,""mediaOffsetMs"":52}]"
Dominic,No Tomorrow: Season 1_hook_primary_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:24,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2363,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2668,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4581,""mediaOffsetMs"":64}]"
Dominic,Count Me In_hook_03_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:22,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3168,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3352,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4746,""mediaOffsetMs"":85}]"
Dominic,Moment of High Emotion Clip: Schumacher,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:19,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2678,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2857,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4738,""mediaOffsetMs"":56}]"
Dominic,Begin Again_hook_primary_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:10,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3865,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":10370,""mediaOffsetMs"":6338},{""eventType"":""stopped"",""sessionOffsetMs"":12734,""mediaOffsetMs"":6430}]"
Dominic,Komi Can't Communicate: Season 1_hook_03_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:07,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2188,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2298,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4203,""mediaOffsetMs"":47}]"
Dominic,Wind River_hook_primary_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:05,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3126,""mediaOffsetMs"":0}]"
Dominic,Inciting Incident Clip: Rescued By Ruby,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:03,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3189,""mediaOffsetMs"":0}]"
Dominic,Beats_PVS_MEGA,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:35:01,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2533,""mediaOffsetMs"":0}]"
Dominic,Cuba and the Cameraman (Trailer),Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:34:59,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":968},{""eventType"":""playing"",""sessionOffsetMs"":2802,""mediaOffsetMs"":968},{""eventType"":""paused"",""sessionOffsetMs"":2983,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4440,""mediaOffsetMs"":135}]"
Dominic,Inception_hook_primary_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:34:58,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2260,""mediaOffsetMs"":0}]"
Dominic,Knock Down The House (Trailer),Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:34:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3326,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3492,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5413,""mediaOffsetMs"":94}]"
Dominic,Trollhunters (Trailer),Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:34:47,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2397,""mediaOffsetMs"":0}]"
Dominic,Trailer: Untold: Malice at the Palace,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:34:12,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3159,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":35986,""mediaOffsetMs"":32782},{""eventType"":""stopped"",""sessionOffsetMs"":37368,""mediaOffsetMs"":32607}]"
Dominic,Basketball or Nothing (Trailer),Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:33:40,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2908,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":31088,""mediaOffsetMs"":28028},{""eventType"":""stopped"",""sessionOffsetMs"":33473,""mediaOffsetMs"":28050}]"
Dominic,War Dogs_hook_primary_16x9,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:33:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2712,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2895,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4369,""mediaOffsetMs"":167}]"
Dominic,Content Trailer: Bo Burnham: Inside,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2022-07-01 04:33:35,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3237,""mediaOffsetMs"":0}]"
